energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,label,sugar_energy_ratio,fat_energy_ratio,protein_energy_ratio,fiber_carb_ratio,sugar_fiber_ratio,fat_protein_ratio,salt_energy_ratio,sat_fat_ratio,sat_fat_energy_ratio,unsat_fat_100g,trans_fat_ratio,sodium_salt_ratio,micronutrient_density,negative_score,positive_score,health_balance,energy_density,has_palm_oil,additives_risk
1248.0,4.0,26.0,16.5,7.0,1.2,0.48,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Unhealthy,0.0032025620496397116,0.020816653322658127,0.005604483586869495,0.0,4.0,3.25,0.0009607686148919135,0.6111111111111112,0.01321056845476381,9.5,0.0,0.21818181818181814,0.0,58.5,7.0,-51.5,2.0,0,0.0
399.0,8.0,2.7,1.8,3.4,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Moderate,0.02,0.006750000000000001,0.0085,0.13333333333333333,2.6666666666666665,0.6136363636363636,0.0,0.48648648648648646,0.0045000000000000005,0.9000000000000001,0.0,0.0,0.0,12.5,5.4,-7.1,0.0,0,0.0
360.0,2.9,0.3,0.2,16.0,1.3,0.52,3.0,4.5,0.0,0.0,0.0,0.0,0.17,0.0,0.0,3.0,0.0,Healthy,0.008033240997229917,0.0008310249307479224,0.0443213296398892,0.5454545454545454,0.725,0.01764705882352941,0.003601108033240997,0.15384615384615385,0.000554016620498615,0.09999999999999998,0.0,0.22608695652173916,0.00047091412742382275,16.4,19.0,2.6000000000000014,0.0,0,0.0
173.0,0.0,2.5,1.8,3.0,0.0,0.0,3.0,4.8,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,Healthy,0.0,0.014367816091954023,0.017241379310344827,0.5172413793103449,0.0,0.625,0.0,0.5142857142857143,0.010344827586206896,0.7,0.0,0.0,0.0007471264367816092,4.3,6.0,1.7000000000000002,0.0,0,0.0
306.0,9.0,1.7,1.1,1.9,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Unhealthy,0.029315960912052116,0.005537459283387622,0.006188925081433224,0.0,9.0,0.5862068965517241,0.0,0.40740740740740744,0.0035830618892508147,0.5999999999999999,0.0,0.0,0.0,11.799999999999999,1.9,-9.899999999999999,0.0,0,0.0
1524.0,1.7,7.1,1.3,11.0,0.02,0.008,11.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0011147540983606557,0.004655737704918033,0.007213114754098361,0.1864406779661017,0.14166666666666666,0.5916666666666667,1.3114754098360657e-05,0.16049382716049385,0.0008524590163934427,5.8,0.0,0.00784313725490196,0.0,10.299999999999999,22.0,11.700000000000001,2.0,0,0.0
991.6,0.0,23.5,0.0,4.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0,0.023675196453757808,0.004936530324400564,0.0,0.0,3.9830508474576267,0.0,0.0,0.0,23.5,0.0,0.0,0.0,23.5,4.9,-18.6,1.0,0,0.0
2567.0,4.8,53.3,4.3,24.5,0.01,0.004,12.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0018691588785046728,0.02075545171339564,0.0095404984423676,2.086206896551724,0.366412213740458,2.0901960784313722,3.894080996884735e-06,0.07918968692449356,0.001674454828660436,49.0,0.0,0.0039603960396039604,0.0,62.49999999999999,36.6,-25.89999999999999,3.0,0,0.0
1526.0,13.0,6.0,0.857142857142857,12.0,0.04,0.016,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.008513425016371971,0.003929273084479371,0.007858546168958742,0.16393442622950818,1.1818181818181819,0.46153846153846156,2.6195153896529142e-05,0.12244897959183672,0.0005613247263541958,5.142857142857143,0.0,0.015384615384615384,0.0,20.257142857142856,22.0,1.7428571428571438,2.0,0,0.0
102.0,0.5,1.7,0.2,0.7,0.05,0.02,0.5,1.6,0.0,0.0,0.0,0.0,0.06,0.0,0.0,4.0,2.0,Healthy,0.0048543689320388345,0.016504854368932037,0.006796116504854369,0.1923076923076923,0.3333333333333333,1.0,0.00048543689320388353,0.07407407407407407,0.0019417475728155341,1.5,0.0,0.019047619047619046,0.0005825242718446601,2.9000000000000004,1.2,-1.7000000000000004,0.0,0,1.0
187.0,4.0,1.5,0.3,0.5,0.09,0.036,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.02127659574468085,0.007978723404255319,0.0026595744680851063,0.0625,2.6666666666666665,1.0,0.0004787234042553191,0.12,0.0015957446808510637,1.2,0.0,0.03302752293577981,0.0,6.7,1.0,-5.7,0.0,0,0.0
2488.0,6.5,47.6,9.0,20.5,0.02,0.008,5.2,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0026114905584572116,0.019124146243471273,0.008236239453595822,0.25,1.0483870967741935,2.213953488372093,8.035355564483728e-06,0.18518518518518517,0.0036159100040176776,38.6,0.0,0.00784313725490196,0.0,63.300000000000004,25.7,-37.60000000000001,3.0,0,0.0
942.0,4.3,21.0,14.0,5.4,0.75,0.3,0.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Unhealthy,0.004559915164369035,0.022269353128313893,0.0057264050901378585,0.03773584905660378,3.5833333333333335,3.28125,0.0007953340402969247,0.6363636363636364,0.014846235418875928,7.0,0.0,0.17142857142857143,0.0,46.8,5.6000000000000005,-41.199999999999996,1.0,0,1.0
1053.0,5.5,4.3,0.4,7.5,1.1,0.44,6.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.005218216318785579,0.004079696394686907,0.007115749525616698,0.1511627906976744,0.7333333333333333,0.5058823529411764,0.0010436432637571159,0.07547169811320756,0.0003795066413662239,3.9,0.0,0.20952380952380953,0.0,21.2,14.0,-7.199999999999999,1.0,0,0.0
953.0,0.0,21.0,0.0,4.8,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0,0.0220125786163522,0.005031446540880503,0.0,0.0,3.6206896551724137,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,4.8,-16.2,1.0,0,0.0
2181.33333333333,0.0,32.0,26.6666666666667,5.33333333333333,0.28,0.112,0.0,53.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.0,0.01466320452115475,0.002443867420192457,0.0,0.0,5.052631578947371,0.00012830303956010407,0.8080808080808091,0.012219337100962308,5.3333333333333,0.0,0.0875,0.0,61.4666666666667,5.33333333333333,-56.13333333333337,3.0,1,1.0
851.0,3.0,17.8,13.2,8.3,1.2,0.48,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Unhealthy,0.0035211267605633804,0.020892018779342724,0.009741784037558687,0.75,0.75,1.9139784946236558,0.001408450704225352,0.702127659574468,0.015492957746478872,4.600000000000001,0.0,0.21818181818181814,0.0,46.0,11.3,-34.7,1.0,0,0.0
1496.0,13.0,13.0,1.0,8.6,0.8,0.32,4.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Moderate,0.008684034736138945,0.008684034736138945,0.005744822979291917,0.09,2.3636363636363638,1.3541666666666667,0.0005344021376085504,0.07142857142857142,0.0006680026720106881,12.0,0.0,0.17777777777777778,0.0,35.0,13.1,-21.9,2.0,0,0.0
1233.0,3.0,8.0,0.8,11.0,1.0,0.4,8.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.0024311183144246355,0.006482982171799027,0.008914100486223663,0.2121951219512195,0.30927835051546393,0.6666666666666666,0.0008103727714748784,0.08888888888888889,0.0006482982171799028,7.2,0.0,0.2,0.0,21.8,19.7,-2.1000000000000014,2.0,0,0.0
1629.6,8.2,8.8,3.3,12.0,0.1,0.04,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Healthy,0.005028823745860419,0.005396786458972158,0.007359254262234761,0.16393442622950818,0.7454545454545454,0.676923076923077,6.132711885195634e-05,0.33673469387755095,0.002023794922114559,5.500000000000001,0.0,0.03636363636363636,0.0,21.3,22.0,0.6999999999999993,2.0,0,1.0
1604.0,8.0,0.9,0.2,7.0,1.1,0.44,3.0,84.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,3.0,0.0,Unhealthy,0.004984423676012461,0.0005607476635514019,0.004361370716510903,0.03529411764705882,2.0,0.1125,0.0006853582554517134,0.10526315789473685,0.00012461059190031152,0.7,0.0,0.20952380952380953,4.9844236760124615e-06,20.099999999999998,10.0,-10.099999999999998,2.0,0,0.0
324.08,13.5,1.38,0.8,2.48,0.0,0.0,0.0,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Unhealthy,0.04152823920265781,0.004245108896271687,0.007628891349821583,0.0,13.5,0.396551724137931,0.0,0.33613445378151263,0.002460932693490833,0.5799999999999998,0.0,0.0,0.0,15.68,2.48,-13.2,0.0,0,1.0
4.0,7.5,3.0,2.2,3.5,0.0,0.0,1.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Moderate,1.5,0.6,0.7,0.06470588235294118,3.571428571428571,0.6666666666666666,0.0,0.55,0.44000000000000006,0.7999999999999998,0.0,0.0,0.0,12.7,4.6,-8.1,0.0,0,0.0
2607.0,8.7,52.0,9.5,25.0,0.86,0.344,6.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.003335889570552147,0.019938650306748466,0.009585889570552147,0.5153846153846154,1.1298701298701297,2.0,0.00032975460122699384,0.1792452830188679,0.0036426380368098157,42.5,0.0,0.18494623655913978,0.0,78.8,31.7,-47.099999999999994,3.0,0,0.0
1206.0,3.5,6.5,0.7,12.0,1.0,0.4,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.002899751449875725,0.005385252692626346,0.009942004971002486,0.13953488372093023,0.5,0.5,0.0008285004142502071,0.09333333333333332,0.000579950289975145,5.8,0.0,0.2,0.0,20.7,18.0,-2.6999999999999993,2.0,0,0.0
1981.4,0.64,27.0,2.4,6.2,0.83,0.332,5.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.00032284100080710247,0.013619854721549637,0.0031275221953188056,0.11,0.09846153846153846,3.75,0.000418684422921711,0.08571428571428572,0.0012106537530266342,24.6,0.0,0.1814207650273224,0.0,38.339999999999996,11.7,-26.639999999999997,2.0,0,0.0
1306.0,0.1,26.8,2.6,6.9,1.16,0.464,6.15,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Moderate,7.651109410864576e-05,0.02050497322111706,0.005279265493496557,0.6340206185567011,0.013986013986013986,3.392405063291139,0.0008875286916602907,0.09352517985611511,0.0019892884468247895,24.2,0.0,0.21481481481481482,0.0,41.1,13.05,-28.05,2.0,0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.001,2.0,0.0,Healthy,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07100000000000001,0.0,3.00001,3.00001,1.0,0,0.0
56.0,0.0,1.2,0.1,0.5,0.15,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Healthy,0.0,0.021052631578947368,0.008771929824561403,0.2,0.0,0.7999999999999999,0.002631578947368421,0.045454545454545456,0.0017543859649122807,1.0999999999999999,0.0,0.052173913043478265,0.0,2.8000000000000003,0.7,-2.1000000000000005,0.0,0,1.0
1178.0,3.6,6.8,0.5,7.7,1.1,0.44,8.1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.0030534351145038168,0.005767599660729431,0.006530958439355386,0.18409090909090908,0.39560439560439564,0.7816091954022989,0.0009329940627650552,0.06410256410256411,0.00042408821034775233,6.3,0.0,0.20952380952380953,0.0,21.9,15.8,-6.099999999999998,1.0,0,0.0
2227.0,1.4,31.0,6.6,5.9,1.1,0.44,3.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Unhealthy,0.0006283662477558348,0.013913824057450628,0.0026481149012567325,0.06140350877192982,0.3111111111111111,4.492753623188405,0.0004937163375224417,0.20625,0.00296229802513465,24.4,0.0,0.20952380952380953,0.0,50.0,9.4,-40.6,3.0,1,1.0
1569.9,1.5,1.7,0.4,12.0,0.48,0.192,3.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0009548666369597046,0.0010821821885543318,0.0076389330956776365,0.046052631578947366,0.3333333333333333,0.13076923076923078,0.00030555732382710546,0.14814814814814814,0.00025463110318925457,1.2999999999999998,0.0,0.12972972972972974,0.0,8.4,15.5,7.1,2.0,0,0.0
824.0,2.0,2.9,0.4,5.0,1.1,0.44,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0024242424242424242,0.003515151515151515,0.006060606060606061,0.3333333333333333,0.16666666666666666,0.48333333333333334,0.0013333333333333335,0.10256410256410257,0.0004848484848484849,2.5,0.0,0.20952380952380953,0.0,16.3,16.0,-0.3000000000000007,1.0,0,0.0
1636.0,2.6,4.9,2.1,12.0,1.8,0.72,5.1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Unhealthy,0.0015882712278558339,0.0029932803909590716,0.007330482590103849,0.07083333333333333,0.42622950819672134,0.37692307692307697,0.0010995723885155774,0.3559322033898305,0.0012828344532681735,2.8000000000000003,0.0,0.2571428571428572,0.0,27.6,17.1,-10.5,2.0,1,1.0
1569.0,18.9,8.4,2.8,9.3,0.03,0.012,8.5,60.7,0.0,0.0,0.0,0.0,0.0,0.0024,0.688,1.0,0.0,Moderate,0.012038216560509553,0.00535031847133758,0.005923566878980892,0.13776337115072934,1.989473684210526,0.8155339805825242,1.9108280254777068e-05,0.2978723404255319,0.0017834394904458599,5.6000000000000005,0.0,0.011650485436893204,0.00043974522292993624,30.4,17.80688,-12.593119999999999,2.0,0,0.0
1686.0,3.2,7.6,2.3,13.0,1.6,0.64,5.2,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Unhealthy,0.0018968583283935983,0.004505038529934795,0.007705986959098993,0.07647058823529412,0.5161290322580645,0.5428571428571428,0.0009484291641967992,0.26744186046511625,0.0013633669235328986,5.3,0.0,0.24615384615384614,0.0,29.1,18.2,-10.900000000000002,2.0,1,1.0
1294.0,0.5,35.0,7.6,0.5,0.2,0.08,3.0,0.5,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,4.0,1.0,Moderate,0.0003861003861003861,0.02702702702702703,0.0003861003861003861,2.0,0.125,23.333333333333332,0.00015444015444015445,0.2111111111111111,0.005868725868725868,27.4,0.0,0.06666666666666667,6.177606177606178e-07,45.1,3.5,-41.6,2.0,0,1.0
435.24,14.3,3.3,2.0,3.4,0.0,0.0,1.53,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Moderate,0.03278012103429305,0.0075646433156060875,0.007793874931230515,0.09999999999999999,5.652173913043478,0.7499999999999999,0.0,0.46511627906976744,0.0045846323124885385,1.2999999999999998,0.0,0.0,0.0,19.6,4.93,-14.670000000000002,0.0,0,1.0
131.1,3.3,1.2,0.2,0.5,0.06,0.024,3.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.02498107494322483,0.009084027252081756,0.003785011355034065,0.5357142857142857,0.825,0.7999999999999999,0.0004542013626040878,0.09090909090909091,0.0015140045420136263,1.0,0.0,0.022641509433962263,0.0,5.3,3.5,-1.7999999999999998,0.0,0,0.0
1874.0,22.0,15.0,3.8,9.0,0.03,0.012,5.8,65.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,4.0,1.0,Unhealthy,0.011733333333333333,0.008,0.0048,0.08787878787878788,3.235294117647059,1.5,1.6e-05,0.2375,0.0020266666666666666,11.2,0.0,0.011650485436893204,2.0266666666666666e-06,41.099999999999994,14.8,-26.299999999999994,2.0,0,1.0
2641.0,14.0,55.3,34.0,9.0,0.01,0.004,11.5,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Unhealthy,0.005299015897047691,0.02093111279333838,0.0034065102195306586,0.5324074074074073,1.12,5.529999999999999,3.785011355034065e-06,0.6039076376554174,0.012869038607115822,21.299999999999997,0.0,0.0039603960396039604,0.0,103.39999999999999,20.5,-82.89999999999999,3.0,0,0.0
301.0,4.5,4.5,0.3,1.0,0.71,0.291,3.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Healthy,0.014900662251655629,0.014900662251655629,0.0033112582781456954,0.46153846153846156,1.125,2.25,0.0023509933774834434,0.05454545454545454,0.0009933774834437086,4.2,0.0,0.17017543859649123,0.0,16.400000000000002,4.0,-12.400000000000002,0.0,0,1.0
974.2,2.4,0.8,0.1,10.1,0.905,0.362,2.9,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0024610336341263327,0.0008203445447087777,0.010356849876948317,0.06430155210643015,0.6153846153846154,0.07207207207207207,0.0009280147662018047,0.05555555555555556,0.00010254306808859722,0.7000000000000001,0.0,0.1900262467191601,0.0,12.35,13.0,0.6500000000000004,1.0,0,0.0
336.2,5.0,0.2,0.1,4.7,0.59,0.236,3.7,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.01482799525504152,0.0005931198102016608,0.013938315539739028,0.26618705035971224,1.0638297872340425,0.03508771929824561,0.0017497034400948991,0.08333333333333334,0.0002965599051008304,0.1,0.0,0.14842767295597484,0.0,11.2,8.4,-2.799999999999999,0.0,0,0.0
1612.0,0.8,4.0,0.5,9.2,0.3,0.12,6.2,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0004959702417854929,0.0024798512089274642,0.005703657780533168,0.08266666666666667,0.11111111111111112,0.3921568627450981,0.0001859888406695598,0.1,0.00030998140111593303,3.5,0.0,0.0923076923076923,0.0,8.3,15.399999999999999,7.099999999999998,2.0,0,0.0
1924.0,0.0,52.0,17.0,0.0,0.4125,0.165,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,Unhealthy,0.0,0.027012987012987013,0.0,3.0,0.0,52.0,0.00021428571428571427,0.32075471698113206,0.008831168831168832,35.0,0.0,0.1168141592920354,0.0,73.125,3.0,-70.125,2.0,0,2.0
1687.0,7.0,6.2,2.1,12.0,1.6,0.64,7.7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Unhealthy,0.004146919431279621,0.0036729857819905215,0.0071090047393364926,0.10845070422535212,0.8045977011494253,0.47692307692307695,0.0009478672985781991,0.2916666666666667,0.0012440758293838863,4.1,0.0,0.24615384615384614,0.0,31.3,19.7,-11.600000000000001,2.0,0,0.0
2826.0,0.0,75.0,34.0,0.1,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,Unhealthy,0.0,0.026529890343119915,3.537318712415989e-05,0.0,0.0,68.18181818181817,0.00017686593562079943,0.4473684210526316,0.012026883622214362,41.0,0.0,0.13333333333333333,0.0,114.0,0.1,-113.9,3.0,0,2.0
1202.0,6.5,5.2,0.5,8.1,1.18,0.472,5.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Moderate,0.005403158769742311,0.0043225270157938485,0.006733167082294264,0.10395010395010394,1.0833333333333333,0.5714285714285715,0.0009808811305070655,0.08064516129032258,0.00041562759767248546,4.7,0.0,0.21651376146788992,0.0,24.0,13.1,-10.9,2.0,0,0.0
245.2,3.6,0.5,0.1,9.5,0.15,0.06,0.5,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.01462225832656377,0.002030869212022746,0.03858651502843217,0.10869565217391305,2.4,0.047619047619047616,0.0006092607636068237,0.06666666666666667,0.0004061738424045492,0.4,0.0,0.052173913043478265,0.0,5.699999999999999,10.0,4.300000000000001,0.0,0,0.0
950.0,2.0,20.0,13.0,9.0,1.6,0.64,3.0,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,4.0,Unhealthy,0.002103049421661409,0.02103049421661409,0.00946372239747634,0.6666666666666666,0.5,2.0,0.0016824395373291274,0.6190476190476191,0.013669821240799159,7.0,0.0,0.24615384615384614,0.0005257623554153522,51.0,12.0,-39.0,1.0,0,2.0
1860.0,5.3,13.0,1.4,5.9,0.84,0.336,6.2,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Moderate,0.002847931219774315,0.006985491671144546,0.003170338527673294,0.08378378378378379,0.736111111111111,1.8840579710144927,0.00045137023105857064,0.09999999999999999,0.0007522837184309511,11.6,0.0,0.18260869565217394,0.0,28.1,12.100000000000001,-16.0,2.0,0,1.0
151.2,4.5,0.0,0.0,0.1,0.0025,0.001,0.2,8.7,0.0,0.0,0.0,0.028,0.0,0.0,0.0,4.0,1.0,Healthy,0.02956636005256242,0.0,0.0006570302233902761,0.02061855670103093,3.75,0.0,1.64257555847569e-05,0.0,0.0,0.0,0.0,0.0009975062344139652,0.0001839684625492773,4.525,0.30000000000000004,-4.2250000000000005,0.0,0,1.0
1760.0,7.3,10.0,2.0,13.0,0.87,0.348,6.7,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Moderate,0.004145371947756956,0.0056785917092561046,0.0073821692220329355,0.10151515151515152,0.948051948051948,0.7142857142857143,0.000494037478705281,0.18181818181818182,0.001135718341851221,8.0,0.0,0.18609625668449195,0.0,28.0,19.7,-8.3,2.0,0,1.0
1264.0,2.1,5.2,1.2,9.1,1.0,0.4,1.6,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,Moderate,0.0016600790513833993,0.004110671936758893,0.007193675889328063,0.02952029520295203,0.8076923076923077,0.5148514851485149,0.0007905138339920949,0.1935483870967742,0.0009486166007905138,4.0,0.0,0.2,0.0,18.5,10.7,-7.800000000000001,2.0,0,2.0
2435.0,11.2,48.2,14.0,24.3,0.7,0.28,6.5,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Moderate,0.004597701149425287,0.019786535303776685,0.009975369458128078,0.25193798449612403,1.4933333333333332,1.9051383399209487,0.00028735632183908046,0.2845528455284553,0.005747126436781609,34.2,0.0,0.1647058823529412,0.0,80.4,30.8,-49.60000000000001,3.0,0,0.0
